-0.7652642965885464 NA NA NA NA NA NA NA NA
-0.6246595808218959 -0.6867129060435948 NA NA NA NA NA NA NA
-0.5950480843798466 -0.5974089568941453 -0.5626358435966641 NA NA NA NA NA NA
-0.5927377534375817 -0.5919067796282268 -0.5871353644236278 NA NA NA NA NA NA
-0.5440801084689777 -0.6123233568031691 -0.5810822012342136 NA NA NA NA NA NA
-0.5602855579281142 -0.5809957705375913 -0.5734517877904005 NA NA NA NA NA NA
-0.6208181383244512 -0.5941008371222298 -0.5750179305632935 NA NA NA NA NA NA
-0.606056021846893 -0.5919519842581452 -0.5634510566995706 NA NA NA NA NA NA
-0.5450201911474147 -0.5948385616071898 -0.5790507397260776 NA NA NA NA NA NA
-0.5794624495264211 -0.6005335894301408 -0.5643080154561706 NA NA NA NA NA NA
-0.6291007905557287 -0.5672817357867262 -0.5572568632277358 NA NA NA NA NA NA
-0.6029770463007962 -0.5643662827528716 -0.5972913511722568 -0.5824190229016508 NA NA NA NA NA
-0.5773504056059164 -0.5477932725913587 -0.5875282075228245 -0.5615491502825409 NA NA NA NA NA
-0.5779499649772161 -0.57107324034781 -0.5968968262271028 -0.5777390692436922 -0.5889107971805678 NA NA NA NA
-0.5697759053976581 -0.5491071749724585 -0.5723272735622801 -0.5967943282081135 -0.5747337510591066 NA NA NA NA
-0.5567412835442639 -0.5754335711457769 -0.5868207643358904 -0.5691114090347574 -0.5721793885313294 NA NA NA NA
-0.5587724051997471 -0.5818919801650947 -0.551427555962421 -0.5774410871786143 -0.5769265204154257 -0.5972063772236578 NA NA NA
-0.5614781443601616 -0.6071663308968215 -0.5952818977289348 -0.5598894108983901 -0.5997044838827646 -0.574004757154139 NA NA NA
-0.5576394415551109 -0.5788565594135515 -0.5963939118175221 -0.5703831525654061 -0.5570965984176319 -0.5585902386094729 NA NA NA
-0.5751660381609052 -0.6047876655235697 -0.6329620394394316 -0.5766849894189896 -0.5556340734953961 -0.5634619783436711 NA NA NA
-0.5440383507884416 -0.6005401964823304 -0.5753463205676632 -0.5823488890981378 -0.5409364529307193 -0.5599217403710272 NA NA NA
-0.5462630554371524 -0.5497278001087594 -0.548857063281202 -0.5359458679966539 -0.5719487368175307 -0.5884058266591612 NA NA NA
-0.5494610377058131 -0.5425914370265787 -0.5643959647700953 -0.5161495230288006 -0.5475087198086359 -0.5652793239744502 -0.5710397202427872 -0.5894893501333521 NA
-0.5458861697253825 -0.5716227813092903 -0.5815221036345845 -0.5504237840824117 -0.6227358063918034 -0.5615895854972373 -0.5640522079860976 -0.5830644175803893 NA
-0.5537219576553055 -0.5772327780506777 -0.5579693931558398 -0.5020013573119442 -0.5348555329943517 -0.5999046454674283 -0.5870893165896365 -0.5026269403477368 -0.5649353749972487
-0.6034809761042444 -0.5437281413321708 -0.5684556486937459 -0.5219561085060314 -0.5675990204563769 -0.5246123433483193 -0.5558841598507174 -0.49895910791753567 -0.5246902154700819
-0.5471532172136416 -0.5705915456518539 -0.5948387777325843 -0.531517566583881 -0.5989790550885964 -0.5310134078566617 -0.5261764090843958 -0.4184016476528921 -0.6036038206762602
