-0.4941906735234911 -0.7652642965885464
-0.4771572112952579 -0.638725001205481
-0.487630118563729 -0.5916363833191955
-0.48711917812647376 -0.5913054376496434
-0.4841890210678563 -0.5804780244103865
-0.4812326010161315 -0.5727386947966955
-0.48412312952359 -0.5929307638188004
-0.47495919380559765 -0.5817427255717588
-0.4363918068114264 -0.5741716955969396
-0.43254321817968044 -0.5726298463037144
-0.3952947324507529 -0.5703447390802197
-0.4538414768918188 -0.5874318718067653
-0.40837518863477906 -0.5578061148637481
-0.43827477132976606 -0.5772972604097059
-0.40144137173620403 -0.5691197031227317
-0.3910986641896499 -0.5730056816305608
-0.406199422010649 -0.558777595389622
-0.38769954239900467 -0.5906971515462548
-0.4267867176469693 -0.5793220133159752
-0.41700199404383 -0.5824542192310223
-0.3414752966913249 -0.5631641826910082
-0.37638437356811266 -0.5622297235437367
-0.37774415126751326 -0.5548012750270431
-0.22644459433909628 -0.5725776517354029
-0.21421890440222405 -0.5633705335851816
-0.14909606322425673 -0.5446037661976533
-0.04591983183821689 -0.5509080019825802
